wiki_db	num_pages	max_length	max_media	max_cats	max_refs	max_headings	max_links	max_srcs	infobox	mbox
rnwiki	886	55.83009940883144	3.0	2.0	0.0	0.017911485212971263	0.05373445563891379	5	False	False
roa_rupwiki	1501	44.83302354291979	3.0	3.0	0.022304986837273527	0.20074488153546174	0.20074488153546174	5	False	False
roa_tarawiki	9503	34.918476484520305	3.0	2.0	0.028638133752579658	0.17182880251547794	0.2577432037732169	5	True	False
rowiki	463504	70.74496448511354	5.0	7.0	0.2827056334759838	0.1272175350641927	0.7774404920589555	5	True	False
ruewiki	9418	46.9148164229596	4.0	3.0	0.21315227815974375	0.12789136689584626	0.6394568344792313	5	True	False
ruwiki	2034584	87.86922100485471	5.0	9.0	0.36417757701791875	0.13656659138171953	1.0128688860810866	5	True	False
rwwiki	9223	59.135437767890075	4.0	4.0	0.2198343411445728	0.11837233753938534	0.20292400721037487	5	False	False
sahwiki	18013	74.26439254447581	2.0	5.0	0.04039621004377496	0.09425782343547491	0.3501004870460496	5	True	False
satwiki	11604	60.48842864548558	5.0	7.0	0.2975775764567392	0.18185296339022952	0.24798131371394935	5	True	False
sawiki	12315	85.03117075520011	4.0	7.0	0.058801965862550744	0.21168707710518267	0.25872864979522325	5	True	False
scnwiki	26708	39.42905020413246	2.0	3.0	0.0	0.1014480434930885	0.6340502718318032	5	False	False
scowiki	35124	51.2040037497069	4.0	24.0	0.25388639653152933	0.13670805967082347	0.46871334744282334	5	True	False
scwiki	7766	68.02389286125869	3.0	4.0	0.16170788729241892	0.10290501918608477	0.4704229448506732	5	False	False
sdwiki	19038	65.50038167827724	4.0	6.0	0.18320503930711782	0.18320503930711782	0.22900629913389725	5	True	False
sewiki	8118	29.66985001647294	2.0	3.0	0.1348169942813721	0.16852124285171513	0.4718594799848023	5	True	False
sgwiki	565	12.593649193144929	4.0	3.0	0.07940510210053553	0.07940510210053553	0.15881020420107106	5	True	False
shiwiki	2068	59.96415596003995	5.0	3.0	0.08338314648057407	0.13341303436891852	0.2334728101456074	5	False	False
shnwiki	14353	48.48711168960263	2.0	2.0	0.041248074597705346	0.6599691935632855	0.10312018649426336	5	True	False
shwiki	469246	51.088159097779204	3.0	4.0	0.15659205853725425	0.13701805122009747	0.8808303292720552	5	True	False
simplewiki	256770	49.965488089280065	4.0	9.0	0.2601795858927896	0.1400967000961175	0.7605249433789235	5	True	False
siwiki	25321	90.58145505565695	4.0	6.0	0.19871617196853444	0.13247744797902297	0.19871617196853444	5	True	False
skrwiki	6115	76.42643521714199	1.0	10.0	0.06542238933157163	0.1046758229305146	0.22243612372734353	5	False	False
skwiki	249774	63.13477647065839	4.0	6.0	0.1742304418407532	0.142552179687889	0.9503478645859266	5	True	False
slwiki	186110	85.91012745887407	6.0	9.0	0.18624113912133747	0.12804078314591952	0.6984042717050155	5	True	False
smnwiki	6098	46.981911412798006	6.0	5.0	0.27670223728825905	0.19156308735341013	0.6811131994787916	5	True	False
smwiki	1241	47.265209192385896	3.0	2.0	0.021157210918704518	0.29620095286186326	0.23272932010574968	5	False	False
snwiki	11833	30.886890422961002	2.0	3.0	0.0323761954119088	0.1295047816476352	1.327424011888261	5	False	False
sowiki	9408	66.75327707311443	6.0	7.0	0.14980537942799518	0.08988322765679711	0.4793772141695846	5	True	False
sqwiki	110156	80.15141920140903	3.0	6.0	0.14971662535189453	0.09981108356792968	0.39924433427171874	5	True	False
srnwiki	1224	27.440845468024488	3.0	5.0	0.0	0.21865215512370106	0.1457681034158007	5	True	False
srwiki	692213	66.69332800213226	3.0	6.0	0.17992804317122016	0.13494603237841513	0.6747301618920756	5	True	False
sswiki	1091	84.17244204607586	3.0	3.0	0.1663252206979622	0.0950429832559784	0.0712822374419838	5	True	False
stqwiki	4189	52.70863306897647	4.0	4.0	0.01897222412676426	0.11383334476058557	0.5122500514226351	5	True	False
stwiki	1228	55.450428312141895	3.0	2.0	0.07213650321117765	0.05410237740838324	0.11992693658858039	5	False	False
suwiki	62157	40.80686216802263	1.0	2.0	0.17153977610867102	0.1470340938074323	0.39209091681981945	5	True	False
svwiki	2625630	41.41255848169731	3.0	8.0	0.3139144374705919	0.14488358652488856	0.7244179326244428	5	True	False
swwiki	82439	46.06517122512408	3.0	5.0	0.13025024851590222	0.10854187376325186	0.8683349901060149	5	True	False
szlwiki	58177	17.74823934929885	3.0	2.0	0.4507489358552088	0.0563436169819011	0.2817180849095055	5	True	False
szywiki	5116	87.55997944266547	3.0	3.0	0.0	0.1142074274531783	0.21699411216103878	5	False	False
tawiki	168410	65.30696746902278	4.0	7.0	0.22968452802704378	0.13781071681622628	0.5359305653964355	5	True	False
taywiki	2819	55.922267479064175	3.0	2.0	0.0	0.25034750254433497	0.12517375127216748	5	False	False
tcywiki	2564	70.10385153470527	5.0	4.0	0.1711746179032594	0.1711746179032594	0.299555581330704	5	True	False
tetwiki	1512	51.68994099435596	5.0	2.0	0.11607674306796253	0.0967306192233021	0.3288841053592272	5	False	False
tewiki	97494	74.32361670424818	3.0	7.0	0.22872945039323303	0.24218412394577615	0.5381869421017248	5	True	False
tgwiki	113737	42.720018726587654	2.0	12.0	0.09363291775690445	0.11704114719613057	0.23408229439226114	5	True	False
thwiki	167827	74.63712213101455	5.0	9.0	0.36175028228721695	0.1875742204452236	0.9512692608293483	5	True	False
tiwiki	514	48.77960639447592	3.0	2.0	0.04100074083882914	0.08200148167765828	0.10250185209707285	5	True	False
tkwiki	8128	75.27682246216284	3.0	3.0	0.03985290427884254	0.06642150713140424	0.15941161711537016	5	True	False
tlwiki	48218	68.76990620903887	4.0	4.0	0.24720115145024849	0.13087119782660214	0.5525672797123201	5	True	False
tlywiki	10034	19.908540880737604	1.0	3.0	0.0	0.3013781891873988	0.251148490989499	5	False	False
tnwiki	2232	78.24065439399135	2.0	3.0	0.29396482146200364	0.08946755435800112	0.26840266307400334	5	True	False
towiki	2038	29.691749695833007	4.0	2.0	0.0	0.10103816820269859	0.26943511520719626	5	False	False
tpiwiki	1427	26.529229163320977	2.0	2.0	0.07538854550531676	0.07538854550531676	0.30155418202126705	5	True	False
trvwiki	2049	103.68702908271601	8.599999999999909	1.0	0.0	0.16395493390439708	0.01928881575345848	5	False	False
trwiki	622342	66.47555941848101	3.0	14.0	0.31590557768456695	0.13538810472195728	0.7220698918504388	5	True	False
tswiki	849	55.369666786066176	3.0	3.0	0.21672516192602065	0.09030215080250861	0.12642301112351206	5	True	False
ttwiki	503320	34.14674215792775	3.0	4.0	1.0249879721504898	0.1757122237972268	0.43928055949306705	5	True	False
tumwiki	18970	19.235384061671343	2.0	6.0	0.0	0.05198752449100364	0.3119251469460218	5	True	False
twwiki	4979	89.83095234939893	8.0	4.0	0.42301677769371065	0.10018818419061568	0.2560364707093512	5	True	False
tyvwiki	3584	69.93425483981365	4.0	6.0	0.17158973134819744	0.12869229851114808	0.12869229851114808	5	True	False
tywiki	1366	13.88344337691482	2.0	2.0	0.0	0.2160847218196859	0.14405648121312395	5	True	False
udmwiki	5746	37.05401462729781	3.0	3.0	0.08096288702250068	0.13493814503750112	1.1334804183150093	5	True	False
ugwiki	8851	99.51884243699783	3.0	2.0	0.01004834838822676	0.09043513549404084	0.14067687743517462	5	False	False
ukwiki	1338904	75.08661665037252	5.0	9.0	0.22640519387306365	0.1331795258076845	0.8789848703307177	5	True	False
urwiki	211573	53.62835071116769	3.0	14.0	0.2424090957041655	0.14917482812564029	0.503465044924036	5	True	False
uzwiki	301093	66.0	5.0	5.0	0.24242424242424243	0.12121212121212122	0.36363636363636365	5	True	False
vecwiki	69903	31.416556144810016	2.0	2.0	0.06366070140792303	0.12732140281584606	0.3501338577435767	5	True	False
vepwiki	7025	57.39337940912694	8.0	7.0	0.0871180622482195	0.1393888995971512	0.4181666987914536	5	True	False
vewiki	895	37.794179446046975	2.0	2.0	0.026459100704317406	0.026459100704317406	0.14023323373288105	5	False	False
viwiki	1300744	54.58021619598075	3.0	6.0	0.1832165699764376	0.12825159898350633	0.5496497099293127	5	True	False
vlswiki	8090	53.96804610137372	6.0	3.0	0.018529483133808426	0.11117689880285056	0.5744139771480612	5	False	False
vowiki	37454	42.720018726587654	3.0	4.0	0.023408229439226113	0.046816458878452226	0.1872658355138089	5	False	False
warwiki	1267657	17.663521732655695	1.0	1.0	0.3962969619506085	0.11322770341445956	0.3962969619506085	5	True	False
wawiki	12490	42.77031680967532	3.0	3.0	0.07014210377140233	0.210426311314207	0.7949438427425598	5	False	False
wowiki	1755	65.34676732631843	4.0	3.0	0.03060595163051776	0.09181785489155327	0.22954463722888319	5	True	False
wuuwiki	44106	17.46424919657298	1.0	3.0	0.057259833431386825	0.17177950029416048	0.6871180011766419	5	False	False
xalwiki	1966	16.76305461424021	5.0	3.0	0.17896499588156806	0.23861999450875743	0.17896499588156806	5	True	False
xhwiki	2478	61.67617043883322	3.0	3.0	0.14592345691964886	0.0997143622284282	0.12970973948413234	5	True	False
xmfwiki	21520	40.546886440268125	4.0	5.0	0.0739884184305857	0.1479768368611714	0.5672445413011571	5	True	False
yiwiki	15661	56.418082207746124	4.0	4.0	0.0354496275260736	0.10634888257822078	0.7089925505214719	5	True	False
yowiki	35033	39.0	2.0	2.0	0.20512820512820512	0.10256410256410256	0.15384615384615385	5	True	False
zawiki	3040	19.002631396730283	2.0	2.0	0.052624290769122985	0.21049716307649194	0.31574574461473787	5	True	False
zeawiki	6383	39.01281840626232	3.0	4.0	0.0	0.1025304031702032	0.4357542134733636	5	False	False
zghwiki	2551	47.22287581247038	4.0	3.0	0.08470470997752534	0.14823324246066935	0.9741041647415415	5	True	False
zh_classicalwiki	13611	33.88214869219483	3.0	2.0	0.0885422004151433	0.1475703340252388	0.7378516701261941	5	True	False
zh_min_nanwiki	433722	16.431676725154983	3.0	2.0	0.12171612389003691	0.24343224778007383	0.7302967433402215	5	True	False
zh_yuewiki	144052	25.612496949731394	3.0	4.0	0.2733040833050606	0.2733040833050606	1.2493900951088486	5	True	False
zhwiki	1437399	43.439613257946945	5.0	10.0	0.5755115693951636	0.29926601608548503	1.7265347081854907	5	True	False
zuwiki	11925	46.013041629520615	2.0	3.0	0.06519890652208674	0.06519890652208674	0.26079562608834694	5	True	False
